open,high,low,close,volume,vwap,timestamp,transactions,otc
183.42,184.85,181.665,182.31,49752465.0,182.7317,2024-02-16 05:00:00,611770,
181.79,182.43,180.0,181.56,53574453.0,181.1005,2024-02-20 05:00:00,712335,
181.94,182.8888,180.66,182.32,41496371.0,181.9941,2024-02-21 05:00:00,522492,
183.48,184.955,182.46,184.37,52284192.0,183.8372,2024-02-22 05:00:00,613892,
185.01,185.04,182.23,182.52,44926677.0,182.9876,2024-02-23 05:00:00,549250,
182.24,182.76,180.65,181.16,40867421.0,181.3213,2024-02-26 05:00:00,615639,
181.1,183.9225,179.56,182.63,54318851.0,181.8192,2024-02-27 05:00:00,669751,
182.51,183.12,180.13,181.42,48943139.0,181.1915,2024-02-28 05:00:00,596442,
181.27,182.57,179.53,180.75,136682597.0,180.6781,2024-02-29 05:00:00,813073,
179.55,180.53,177.38,179.66,73450582.0,179.0322,2024-03-01 05:00:00,911077,
176.15,176.9,173.79,175.1,81505451.0,174.8938,2024-03-04 05:00:00,1167166,
170.76,172.04,169.62,170.12,94702355.0,170.3234,2024-03-05 05:00:00,1108820,
171.06,171.24,168.68,169.12,68568907.0,169.5506,2024-03-06 05:00:00,896297,
169.15,170.73,168.49,169.0,71763761.0,169.3619,2024-03-07 05:00:00,825405,
169.0,173.7,168.94,170.73,76267041.0,171.5322,2024-03-08 05:00:00,925213,
172.94,174.38,172.05,172.75,60139473.0,172.9273,2024-03-11 04:00:00,793618,
173.15,174.03,171.01,173.23,59813522.0,172.8726,2024-03-12 04:00:00,735065,
172.77,173.185,170.76,171.13,52488692.0,171.3457,2024-03-13 04:00:00,647120,
172.91,174.3078,172.05,173.0,72913507.0,173.0899,2024-03-14 04:00:00,806014,
171.17,172.62,170.285,172.62,121752699.0,171.8002,2024-03-15 04:00:00,771387,
175.57,177.71,173.52,173.72,75604184.0,175.4587,2024-03-18 04:00:00,866388,
174.34,176.605,173.03,176.08,55215244.0,175.4779,2024-03-19 04:00:00,636058,
175.72,178.67,175.09,178.67,53423102.0,177.2239,2024-03-20 04:00:00,641653,
177.05,177.49,170.84,171.37,106181270.0,172.7231,2024-03-21 04:00:00,1224985,
171.76,173.05,170.06,172.28,71146138.0,172.0464,2024-03-22 04:00:00,736378,
170.565,171.94,169.45,170.85,54288328.0,170.7132,2024-03-25 04:00:00,727686,
170.0,171.42,169.58,169.71,57388449.0,170.323,2024-03-26 04:00:00,684303,
170.41,173.6,170.11,173.31,60263665.0,172.5879,2024-03-27 04:00:00,670629,
171.75,172.23,170.51,171.48,65671690.0,171.3942,2024-03-28 04:00:00,648026,
171.19,171.25,169.475,170.03,46240500.0,170.0696,2024-04-01 04:00:00,676830,
169.08,169.34,168.2302,168.84,49297581.0,168.8967,2024-04-02 04:00:00,608914,
168.79,170.68,168.58,169.65,47691715.0,169.8623,2024-04-03 04:00:00,571286,
170.29,171.92,168.82,168.82,53682486.0,170.1029,2024-04-04 04:00:00,630783,
169.59,170.39,168.95,169.58,42104826.0,169.6415,2024-04-05 04:00:00,540854,
169.03,169.2,168.24,168.45,37425513.0,168.6637,2024-04-08 04:00:00,549987,
168.7,170.08,168.35,169.67,42451209.0,169.1566,2024-04-09 04:00:00,541699,
168.8,169.09,167.11,167.78,49691936.0,167.9914,2024-04-10 04:00:00,647587,
168.34,175.46,168.16,175.04,91053075.0,172.6956,2024-04-11 04:00:00,828408,
174.26,178.36,174.21,176.55,101282386.0,176.3413,2024-04-12 04:00:00,960229,
175.36,176.63,172.5,172.69,73498773.0,174.1336,2024-04-15 04:00:00,846771,
171.75,173.76,168.27,169.38,73665235.0,170.0498,2024-04-16 04:00:00,834297,
169.61,170.65,168.0,168.0,50351210.0,168.9807,2024-04-17 04:00:00,599004,
168.03,168.64,166.55,167.04,43103753.0,167.3951,2024-04-18 04:00:00,553239,
166.21,166.4,164.075,165.0,68149377.0,165.1473,2024-04-19 04:00:00,754775,
165.515,167.26,164.77,165.84,48071343.0,165.9651,2024-04-22 04:00:00,610367,
165.35,167.05,164.92,166.9,49537761.0,166.5257,2024-04-23 04:00:00,554942,
166.54,169.3,166.21,169.02,48251835.0,168.4404,2024-04-24 04:00:00,584990,
169.525,170.61,168.1511,169.89,50558329.0,169.4461,2024-04-25 04:00:00,608882,
169.88,171.34,169.18,169.3,44812854.0,169.9936,2024-04-26 04:00:00,563911,
173.37,176.03,173.1,173.5,68149919.0,174.3663,2024-04-29 04:00:00,808215,
173.33,174.99,170.0,170.33,65824776.0,172.1418,2024-04-30 04:00:00,647476,
169.58,172.705,169.11,169.3,49387185.0,170.7198,2024-05-01 04:00:00,648626,
172.51,173.415,170.89,173.03,94211515.0,174.5241,2024-05-02 04:00:00,944119,
186.645,187.0,182.66,183.38,163224109.0,184.3674,2024-05-03 04:00:00,1468505,
182.354,184.2,180.42,181.71,78319667.0,181.8711,2024-05-06 04:00:00,898763,
183.45,184.9,181.32,182.4,77298571.0,182.7741,2024-05-07 04:00:00,747518,
182.85,183.07,181.45,182.74,45057087.0,182.4822,2024-05-08 04:00:00,518609,
182.56,184.66,182.11,184.57,48948972.0,184.005,2024-05-09 04:00:00,551004,
184.9,185.09,182.13,183.05,50745096.0,183.097,2024-05-10 04:00:00,558778,
185.435,187.1,184.62,186.28,71969409.0,186.2045,2024-05-13 04:00:00,726518,
187.51,188.3,186.29,187.43,52393619.0,187.1924,2024-05-14 04:00:00,559493,
187.91,190.65,187.37,189.72,70381988.0,189.6538,2024-05-15 04:00:00,727614,
190.47,191.095,189.6601,189.84,52845230.0,190.1061,2024-05-16 04:00:00,566951,
189.51,190.81,189.18,189.87,41282925.0,189.9231,2024-05-17 04:00:00,478193,
189.325,191.9199,189.01,191.04,44361275.0,191.0826,2024-05-20 04:00:00,566908,
191.09,192.73,190.9201,192.35,42309401.0,192.2542,2024-05-21 04:00:00,502788,
192.265,192.8231,190.27,190.9,34648547.0,191.4301,2024-05-22 04:00:00,452377,
190.98,191.0,186.625,186.88,51005924.0,188.1932,2024-05-23 04:00:00,574010,
188.82,190.58,188.0404,189.98,36326975.0,189.7193,2024-05-24 04:00:00,492870,
191.51,193.0,189.1,189.99,52230051.0,190.8158,2024-05-28 04:00:00,702190,
189.61,192.247,189.51,190.29,53068016.0,191.1133,2024-05-29 04:00:00,603502,
190.76,192.18,190.63,191.29,49947941.0,191.4032,2024-05-30 04:00:00,568984,
191.44,192.57,189.91,192.25,75158277.0,191.6187,2024-05-31 04:00:00,618230,
192.9,194.99,192.52,194.03,50078439.0,193.7892,2024-06-03 04:00:00,700956,
194.635,195.32,193.0342,194.35,47471445.0,194.3014,2024-06-04 04:00:00,575318,
195.4,196.9,194.87,195.87,54156785.0,195.8699,2024-06-05 04:00:00,648283,
195.685,196.5,194.17,194.48,41162753.0,195.3147,2024-06-06 04:00:00,550122,
